Datei,Shot,Von,Nach,Delta
quantum_log_Governance und Politik_act_nq4_20250418035801_ca91.json,8,0,3,3
quantum_log_Governance und Politik_act_nq4_20250418035801_ca91.json,9,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035801_ca91.json,12,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035801_dbc1.json,7,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035801_dbc1.json,8,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035801_dbc1.json,12,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035801_51c0.json,2,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035801_51c0.json,4,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035801_51c0.json,8,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035801_51c0.json,9,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035801_51c0.json,10,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_371d.json,1,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_371d.json,7,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_371d.json,8,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_371d.json,10,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_371d.json,11,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_371d.json,12,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_371d.json,14,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035801_fdf9.json,2,0,4,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035801_fdf9.json,3,4,1,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035801_fdf9.json,6,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035801_fdf9.json,7,4,1,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035801_fdf9.json,12,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035801_fdf9.json,14,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035801_a523.json,1,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035801_a523.json,4,3,0,3
quantum_log_Cortex Creativus_act_nq4_20250418035801_a523.json,8,0,3,3
quantum_log_Simulatrix Neuralis_act_nq4_20250418035801_85c9.json,12,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035801_1fb4.json,1,1,4,3
quantum_log_Cortex Criticus_act_nq4_20250418035801_1fb4.json,2,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035801_1fb4.json,5,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035801_1fb4.json,6,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035801_1fb4.json,7,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035801_c818.json,3,1,4,3
quantum_log_Meta Cognitio_act_nq4_20250418035801_10d4.json,1,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035801_10d4.json,10,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035801_10d4.json,12,2,0,2
quantum_log_Meta Cognitio_act_nq4_20250418035801_10d4.json,13,0,3,3
quantum_log_Meta Cognitio_act_nq4_20250418035801_10d4.json,14,3,0,3
quantum_log_Cortex Socialis_act_nq4_20250418035801_515a.json,3,3,1,2
quantum_log_Cortex Socialis_act_nq4_20250418035801_515a.json,4,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035801_b01c.json,3,3,1,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035801_b01c.json,8,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035801_b01c.json,13,3,0,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035801_b01c.json,14,0,2,2
quantum_log_Ethik und Moral_act_nq4_20250418035801_ad0f.json,1,0,2,2
quantum_log_Ethik und Moral_act_nq4_20250418035801_ad0f.json,5,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035801_32e6.json,1,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035801_32e6.json,5,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035801_32e6.json,7,2,4,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035801_32e6.json,11,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035801_7c08.json,4,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035801_7c08.json,5,2,4,2
quantum_log_Synergien und Integration_act_nq4_20250418035801_62d3.json,2,2,4,2
quantum_log_Synergien und Integration_act_nq4_20250418035801_62d3.json,3,4,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035801_62d3.json,4,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035801_62d3.json,6,1,3,2
quantum_log_Synergien und Integration_act_nq4_20250418035801_62d3.json,8,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035801_62d3.json,9,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035801_62d3.json,13,1,4,3
quantum_log_Synergien und Integration_act_nq4_20250418035801_62d3.json,14,4,1,3
quantum_log_Technologie und Innovation_act_nq4_20250418035801_949c.json,2,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035801_949c.json,6,4,0,4
quantum_log_Technologie und Innovation_act_nq4_20250418035801_949c.json,12,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035801_949c.json,13,3,1,2
quantum_log_Technologie und Innovation_act_nq4_20250418035801_949c.json,14,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_3e47.json,4,4,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_3e47.json,8,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_3e47.json,10,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_3e47.json,11,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_3e47.json,12,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035801_3e47.json,14,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_e801.json,1,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_e801.json,5,3,0,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_e801.json,6,0,3,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_e801.json,8,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_e801.json,9,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_e801.json,14,4,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_c59a.json,1,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_c59a.json,3,1,4,3
quantum_log_Cortex Creativus_act_nq4_20250418035802_c59a.json,4,4,0,4
quantum_log_Cortex Creativus_act_nq4_20250418035802_c59a.json,5,0,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035802_a9c1.json,14,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035802_26dc.json,2,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035802_26dc.json,10,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035802_29ad.json,1,4,1,3
quantum_log_Meta Cognitio_act_nq4_20250418035802_29ad.json,2,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035802_29ad.json,7,4,0,4
quantum_log_Meta Cognitio_act_nq4_20250418035802_29ad.json,8,0,4,4
quantum_log_Meta Cognitio_act_nq4_20250418035802_29ad.json,9,4,1,3
quantum_log_Cortex Socialis_act_nq4_20250418035802_7160.json,1,4,1,3
quantum_log_Cortex Socialis_act_nq4_20250418035802_7160.json,4,1,3,2
quantum_log_Cortex Socialis_act_nq4_20250418035802_7160.json,7,3,0,3
quantum_log_Cortex Socialis_act_nq4_20250418035802_7160.json,8,0,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035802_7160.json,11,2,0,2
quantum_log_Cortex Socialis_act_nq4_20250418035802_7160.json,12,0,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035802_5260.json,2,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035802_5260.json,14,3,0,3
quantum_log_Ethik und Moral_act_nq4_20250418035802_99d8.json,1,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035802_f74e.json,3,1,4,3
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035802_f74e.json,6,2,4,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035802_f74e.json,7,4,1,3
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035802_f74e.json,10,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035802_70f9.json,3,2,0,2
quantum_log_Governance und Politik_act_nq4_20250418035802_70f9.json,4,0,2,2
quantum_log_Governance und Politik_act_nq4_20250418035802_70f9.json,6,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035802_70f9.json,8,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035802_70f9.json,9,4,2,2
quantum_log_Governance und Politik_act_nq4_20250418035802_70f9.json,14,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035802_d399.json,2,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035802_d399.json,3,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035802_d399.json,10,4,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035802_d399.json,13,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035802_3c27.json,1,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035802_3c27.json,3,0,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035802_3c27.json,4,2,4,2
quantum_log_Technologie und Innovation_act_nq4_20250418035802_3c27.json,5,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035802_3c27.json,7,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035802_3c27.json,8,0,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035802_3c27.json,10,3,0,3
quantum_log_Technologie und Innovation_act_nq4_20250418035802_3c27.json,11,0,4,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_67f2.json,4,2,4,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_67f2.json,5,4,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_67f2.json,7,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_67f2.json,8,0,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_67f2.json,11,2,0,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_67f2.json,12,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_f706.json,6,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_f706.json,7,0,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_f706.json,9,2,0,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_f706.json,10,0,4,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_f706.json,11,4,0,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_f706.json,13,0,3,3
quantum_log_Cortex Creativus_act_nq4_20250418035802_4d93.json,5,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_4d93.json,6,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_4d93.json,7,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_4d93.json,8,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_4d93.json,9,3,0,3
quantum_log_Cortex Creativus_act_nq4_20250418035802_4d93.json,13,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035802_7acd.json,6,4,2,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035802_7acd.json,10,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035802_7acd.json,11,3,1,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035802_7acd.json,12,1,3,2
quantum_log_Cortex Criticus_act_nq4_20250418035802_c640.json,1,4,1,3
quantum_log_Cortex Criticus_act_nq4_20250418035802_c640.json,2,1,4,3
quantum_log_Cortex Criticus_act_nq4_20250418035802_c640.json,3,4,2,2
quantum_log_Cortex Criticus_act_nq4_20250418035802_c640.json,14,0,3,3
quantum_log_Limbus Affektus_act_nq4_20250418035802_ef4c.json,8,2,4,2
quantum_log_Limbus Affektus_act_nq4_20250418035802_ef4c.json,9,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035802_cb84.json,1,4,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035802_cb84.json,4,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035802_cb84.json,7,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035802_cb84.json,14,2,4,2
quantum_log_Cortex Socialis_act_nq4_20250418035802_9a26.json,12,4,2,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035802_1c54.json,2,1,3,2
quantum_log_Ethik und Moral_act_nq4_20250418035802_354f.json,1,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035802_354f.json,5,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035802_354f.json,8,1,3,2
quantum_log_Ethik und Moral_act_nq4_20250418035802_354f.json,9,3,1,2
quantum_log_Ethik und Moral_act_nq4_20250418035802_354f.json,10,1,3,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035802_bd0a.json,3,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035802_bd0a.json,8,3,1,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035802_bd0a.json,10,2,4,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035802_bd0a.json,11,4,2,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035802_bd0a.json,13,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035802_f2ef.json,6,1,4,3
quantum_log_Governance und Politik_act_nq4_20250418035802_f2ef.json,7,4,1,3
quantum_log_Governance und Politik_act_nq4_20250418035802_f2ef.json,14,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035802_9fbf.json,1,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035802_9fbf.json,5,0,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035802_9fbf.json,8,4,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035802_9fbf.json,9,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035802_9fbf.json,10,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035802_9fbf.json,11,3,0,3
quantum_log_Synergien und Integration_act_nq4_20250418035802_9fbf.json,12,0,3,3
quantum_log_Synergien und Integration_act_nq4_20250418035802_9fbf.json,13,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035802_9fbf.json,14,1,3,2
quantum_log_Technologie und Innovation_act_nq4_20250418035802_5321.json,2,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035802_5321.json,4,0,3,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_1a8b.json,1,2,4,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_1a8b.json,2,4,2,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_1a8b.json,7,2,4,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_1a8b.json,8,4,1,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_1a8b.json,11,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_1a8b.json,12,0,4,4
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035802_1a8b.json,13,4,1,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_5c8f.json,5,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_5c8f.json,6,3,1,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_5c8f.json,9,1,3,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_5c8f.json,11,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035802_5c8f.json,12,4,0,4
quantum_log_Cortex Creativus_act_nq4_20250418035802_7e82.json,2,1,3,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_7e82.json,5,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_7e82.json,7,0,2,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_7e82.json,8,2,0,2
quantum_log_Cortex Creativus_act_nq4_20250418035802_7e82.json,9,0,3,3
quantum_log_Cortex Creativus_act_nq4_20250418035802_7e82.json,10,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035803_60ae.json,6,3,1,2
quantum_log_Cortex Criticus_act_nq4_20250418035803_60ae.json,9,2,0,2
quantum_log_Cortex Criticus_act_nq4_20250418035803_60ae.json,10,0,4,4
quantum_log_Cortex Criticus_act_nq4_20250418035803_60ae.json,11,4,2,2
quantum_log_Limbus Affektus_act_nq4_20250418035803_51b8.json,1,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035803_51b8.json,3,2,0,2
quantum_log_Limbus Affektus_act_nq4_20250418035803_51b8.json,4,0,4,4
quantum_log_Limbus Affektus_act_nq4_20250418035803_51b8.json,5,4,1,3
quantum_log_Limbus Affektus_act_nq4_20250418035803_51b8.json,13,1,3,2
quantum_log_Limbus Affektus_act_nq4_20250418035803_51b8.json,14,3,1,2
quantum_log_Meta Cognitio_act_nq4_20250418035803_44c6.json,4,1,3,2
quantum_log_Meta Cognitio_act_nq4_20250418035803_44c6.json,8,3,0,3
quantum_log_Meta Cognitio_act_nq4_20250418035803_44c6.json,9,0,2,2
quantum_log_Meta Cognitio_act_nq4_20250418035803_44c6.json,13,2,4,2
quantum_log_Meta Cognitio_act_nq4_20250418035803_44c6.json,14,4,1,3
quantum_log_Cortex Socialis_act_nq4_20250418035803_acd7.json,2,1,4,3
quantum_log_Cortex Socialis_act_nq4_20250418035803_acd7.json,3,4,2,2
quantum_log_Cortex Socialis_act_nq4_20250418035803_acd7.json,8,1,3,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035803_c6c7.json,8,2,4,2
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035803_c6c7.json,9,4,1,3
quantum_log_Bildung und Wissensvermittlung_act_nq4_20250418035803_c6c7.json,10,1,3,2
quantum_log_Ethik und Moral_act_nq4_20250418035803_58e6.json,11,1,4,3
quantum_log_Ethik und Moral_act_nq4_20250418035803_58e6.json,12,4,2,2
quantum_log_Forschungspolitik und Finanzierung_act_nq4_20250418035803_905b.json,5,3,1,2
quantum_log_Governance und Politik_act_nq4_20250418035803_c56a.json,2,2,4,2
quantum_log_Governance und Politik_act_nq4_20250418035803_c56a.json,3,4,0,4
quantum_log_Governance und Politik_act_nq4_20250418035803_c56a.json,4,0,3,3
quantum_log_Governance und Politik_act_nq4_20250418035803_c56a.json,9,1,3,2
quantum_log_Governance und Politik_act_nq4_20250418035803_c56a.json,10,3,1,2
quantum_log_Synergien und Integration_act_nq4_20250418035803_26cc.json,1,0,4,4
quantum_log_Synergien und Integration_act_nq4_20250418035803_26cc.json,2,4,2,2
quantum_log_Synergien und Integration_act_nq4_20250418035803_26cc.json,7,2,0,2
quantum_log_Synergien und Integration_act_nq4_20250418035803_26cc.json,8,0,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035803_0b01.json,2,1,4,3
quantum_log_Technologie und Innovation_act_nq4_20250418035803_0b01.json,3,4,1,3
quantum_log_Technologie und Innovation_act_nq4_20250418035803_0b01.json,5,1,4,3
quantum_log_Technologie und Innovation_act_nq4_20250418035803_0b01.json,6,4,2,2
quantum_log_Technologie und Innovation_act_nq4_20250418035803_0b01.json,7,2,0,2
quantum_log_Technologie und Innovation_act_nq4_20250418035803_0b01.json,9,0,3,3
quantum_log_Technologie und Innovation_act_nq4_20250418035803_0b01.json,10,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035803_47c7.json,1,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035803_47c7.json,2,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035803_47c7.json,4,3,0,3
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035803_47c7.json,6,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035803_47c7.json,9,3,1,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035803_47c7.json,11,1,3,2
quantum_log_Wirtschaft und Gesellschaft_act_nq4_20250418035803_47c7.json,14,4,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035803_5ab4.json,1,2,4,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035803_5ab4.json,2,4,0,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035803_5ab4.json,3,0,4,4
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035803_5ab4.json,4,4,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035803_5ab4.json,8,1,4,3
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035803_5ab4.json,9,4,2,2
quantum_log_Wirtschaft und Sicherheit_act_nq4_20250418035803_5ab4.json,13,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035803_69ff.json,2,3,1,2
quantum_log_Cortex Creativus_act_nq4_20250418035803_69ff.json,5,3,1,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035803_9d1e.json,4,1,3,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035803_9d1e.json,8,2,4,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035803_9d1e.json,10,3,1,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035803_9d1e.json,12,2,4,2
quantum_log_Simulatrix Neuralis_act_nq4_20250418035803_9d1e.json,14,3,1,2
